organism_key,taxon,stage,start_day,start_month,end_day,end_month
NBNORG0000059226,Ypsolopha parenthesella,mature,15,6,31,10
NBNORG0000059227,Ypsolopha scabrella,mature,1,6,31,10
NBNORG0000059228,Ypsolopha sequella,mature,1,6,31,10
NBNORG0000059229,Ypsolopha sylvella,mature,1,7,31,10
NBNORG0000059230,Ypsolopha ustella,mature,1,1,31,12
NBNORG0000059231,Ypsolopha vittella,mature,1,7,15,10
NBNORG0000043612,Zanclognatha lunalis,mature,1,7,21,7
NBNORG0000043614,Zanclognatha zelleralis,mature,1,5,30,9
NBNORG0000043623,Zeiraphera griseana,mature,1,7,30,9
NBNORG0000059233,Zeiraphera isertana,mature,21,5,15,9
NBNORG0000043624,Zeiraphera ratzeburgiana,mature,21,6,30,9
NBNORG0000059234,Zeiraphera rufimitrana,mature,1,7,31,7
NBNORG0000059235,Zelleria hepariella,mature,30,6,1,5
NBNORG0000117135,Zelleria oleastrella,mature,1,6,31,10
NBNORG0000057380,Zelotherses paleana,mature,1,5,31,8
NBNORG0000057381,Zelotherses unitana,mature,1,6,7,8
NBNORG0000009012,Zeuzera pyrina,mature,1,6,31,8
NBNORG0000041857,Zimmermannia amani,mature,1,7,31,8
NBNORG0000057983,Zimmermannia atrifrontella,mature,1,6,31,8
NBNORG0000117129,Zimmermannia longicaudella,mature,1,7,31,7
NBNORG0000059240,Zophodia grossulariella,mature,1,4,30,6
NBNORG0000059951,Zygaena exulans,mature,21,6,15,7
NBNORG0000059241,Zygaena exulans exulans,mature,21,6,15,7
NBNORG0000009016,Zygaena exulans subochracea,mature,21,6,15,7
NBNORG0000009017,Zygaena filipendulae,mature,21,5,15,9
NBNORG0000059242,Zygaena filipendulae filipendulae,mature,21,5,15,9
NBNORG0000117175,Zygaena filipendulae pulcherrima,mature,21,5,15,9
NBNORG0000008893,Zygaena filipendulae stephensi,mature,21,5,31,8
NBNORG0000009021,Zygaena lonicerae,mature,21,5,15,8
NBNORG0000008830,Zygaena lonicerae insularis,mature,21,5,15,8
NBNORG0000009022,Zygaena lonicerae jocelynae,mature,21,5,15,8
NBNORG0000008829,Zygaena lonicerae latomarginata,mature,21,5,15,8
NBNORG0000059243,Zygaena lonicerae lonicerae,mature,21,5,15,8
NBNORG0000091472,Zygaena lonicerae/trifolii,mature,1,5,21,8
NBNORG0000059952,Zygaena loti,mature,1,6,15,7
NBNORG0000059244,Zygaena loti loti,mature,1,6,15,7
NBNORG0000059245,Zygaena loti scotica,mature,1,6,15,7
NBNORG0000059953,Zygaena purpuralis,mature,21,5,15,7
NBNORG0000009024,Zygaena purpuralis caledonensis,mature,21,5,15,7
NBNORG0000059246,Zygaena purpuralis purpuralis,mature,21,5,15,7
NBNORG0000009025,Zygaena purpuralis sabulosa,mature,21,5,15,7
NBNORG0000009023,Zygaena purpuralis segontii,mature,21,5,15,7
NBNORG0000009019,Zygaena trifolii,mature,1,5,21,8
NBNORG0000070500,Zygaena trifolii decreta,mature,1,5,21,8
NBNORG0000070501,Zygaena trifolii palustrella,mature,1,5,21,8
NBNORG0000117176,Zygaena trifolii subsyracusia,mature,1,5,21,8
NBNORG0000059247,Zygaena trifolii trifolii,mature,1,5,21,8
NBNORG0000059954,Zygaena viciae,mature,15,6,7,7
NBNORG0000008827,Zygaena viciae argyllensis,mature,15,6,7,7
NBNORG0000059248,Zygaena viciae viciae,mature,15,6,7,7
NBNORG0000008828,Zygaena viciae ytenensis,mature,15,6,7,7
